state_abbrev,state_name,state_fips,office,dist,year,votes_r,votes_d,votes_2p,d2pshare,incumbency,cand_r,inc_r,cand_d,inc_d,votes_o,votes_total,party_o,cand_o,inc_o,win_party,notes_cq,votes_extra,votes_plurality,lag_d2pshare,dpres
NY,NEW YORK,36,H,5,1958,56839,47661,104500,0.45608613,-1,"BOSCH, ALBERT H.",Incumbent,"KERWICK, WILLIAM",Challenger,,104500,N/A,N/A,N/A,R,,,9178,0.41441357,28.89999962
NY,NEW YORK,36,H,2,1958,113820,74194,188014,0.39461955,-1,"DEROUNIAN, STEVEN B.",Incumbent,"LYNCH, WALTER A. JR.",Challenger,,188014,N/A,N/A,N/A,R,,,39626,0.32535532,26.14999962
NY,NEW YORK,36,H,26,1958,98677,57465,156142,0.36803037,-1,"DOOLEY, EDWIN B.",Incumbent,"GILBERT, PHIL E. JR.",Challenger,,156142,N/A,N/A,N/A,R,,,41212,0.32551485,26.21999931
NY,NEW YORK,36,H,12,1958,51861,39275,91136,0.43094936,-1,"DORN, FRANCIS E.",Incumbent,"CUITE, THOMAS J.",Challenger,7322,98458,LIBERAL,"BOWMAN, LEROY",Challenger,R,,,12586,0.42395514,33.81000137
NY,NEW YORK,36,H,25,1958,79857,58396,138253,0.42238504,-1,"FINO, PAUL A.",Incumbent,"BOTTIGLIERI, NEAL P.",Challenger,,138253,N/A,N/A,N/A,R,,,21461,0.3745015,33.95999908
NY,NEW YORK,36,H,33,1958,73698,40010,113708,0.35186619,-1,"KILBURN, CLARENCE E.",Incumbent,"MCDONALD, ROBERT P.",Challenger,,113708,N/A,N/A,N/A,R,,,33688,0.27278289,24.37000084
NY,NEW YORK,36,H,40,1958,90066,54728,144794,0.37797147,-1,"MILLER, WILLIAM E.",Incumbent,"LUCCA, MARIANO A.",Challenger,,144794,N/A,N/A,N/A,R,,,35338,0.35659042,32.59999847
NY,NEW YORK,36,H,39,1958,90004,48144,138148,0.34849581,-1,"OSTERTAG, HAROLD C.",Incumbent,"RAKOV, HAROLD L.",Challenger,,138148,N/A,N/A,N/A,R,,,41860,0.29532966,28.18000031
NY,NEW YORK,36,H,42,1958,99799,69747,169546,0.41137508,-1,"PILLION, JOHN R.",Incumbent,"STIGLMEIER, JOSEPH R.",Challenger,,169546,N/A,N/A,N/A,R,,,30052,0.40743175,34.40999985
NY,NEW YORK,36,H,15,1958,65318,58351,123669,0.47183207,-1,"RAY, JOHN H.",Incumbent,"FITZPATRICK, VINCENT R.",Challenger,,123669,N/A,N/A,N/A,R,,,6967,0.38338089,20.60000038
NY,NEW YORK,36,H,43,1958,68896,36799,105695,0.34816217,-1,"REED, DANIEL A.",Incumbent,"LYNCH, T. JOSEPH",Challenger,,105695,N/A,N/A,N/A,R,,,32097,0.31334883,26.51000023
NY,NEW YORK,36,H,35,1958,90285,77449,167734,0.46173704,-1,"RIEHLMAN, R. WALTER",Incumbent,"KLINE, CARYL M.",Challenger,,167734,N/A,N/A,N/A,R,,,12836,0.3241851,25.98999977
NY,NEW YORK,36,H,37,1958,101279,52636,153915,0.34198096,-1,"ROBISON, HOWARD W.",Incumbent,"HOGAN, FRANCIS P.",Challenger,,153915,N/A,N/A,N/A,R,,,48643,0.2835038,23.81999969
NY,NEW YORK,36,H,28,1958,84536,53981,138517,0.38970667,-1,"GEORGE, KATHARINE ST.",Incumbent,"SIVE, DAVID",Challenger,,138517,N/A,N/A,N/A,R,,,30555,0.37839696,24.40999985
NY,NEW YORK,36,H,36,1958,84019,45822,129841,0.35290855,-1,"TABER, JOHN",Incumbent,"LENT, FRANK B.",Challenger,,129841,N/A,N/A,N/A,R,,,38197,0.30449113,22.55999947
NY,NEW YORK,36,H,31,1958,87704,49777,137481,0.36206457,-1,"TAYLOR, DEAN P.",Incumbent,"CUMMINS, JOHN R.",Challenger,,137481,N/A,N/A,N/A,R,,,37927,0.28173149,22.48999977
NY,NEW YORK,36,H,1,1958,155387,115019,270406,0.42535669,-1,"WAINWRIGHT, STUYVESANT",Incumbent,"PIKE, OTIS G.",Challenger,,270406,N/A,N/A,N/A,R,,,40368,0.34165004,23.89999962
NY,NEW YORK,36,H,29,1958,93647,54153,147800,0.36639377,-1,"WHARTON, J. ERNEST",Incumbent,"MORRIS, CHRISTOPHER D.",Challenger,,147800,N/A,N/A,N/A,R,,,39494,0.28588101,21.37000084
NY,NEW YORK,36,H,27,1960,121533,86997,208530,0.41719177,-1,"BARRY, ROBERT R.",Incumbent,"HAROLD, JOHN R.",Challenger,,208530,N/A,N/A,N/A,R,,,34536,0.41805351,41.34999847
NY,NEW YORK,36,H,3,1960,133416,113143,246559,0.45888814,-1,"BECKER, FRANK J.",Incumbent,"ROSEN, JULIUS J.",Challenger,,246559,N/A,N/A,N/A,R,,,20273,0.45584008,44.50999832
NY,NEW YORK,36,H,2,1960,139423,89176,228599,0.39009795,-1,"DEROUNIAN, STEVEN B.",Incumbent,"DRURY, JOHN J.",Challenger,,228599,N/A,N/A,N/A,R,,,50247,0.39461955,39.08000183
NY,NEW YORK,36,H,26,1960,98506,88879,187385,0.47431225,-1,"DOOLEY, EDWIN B.",Incumbent,"GILBERT, PHIL E. JR.",Challenger,,187385,N/A,N/A,N/A,R,,,9627,0.36803037,39.83000183
NY,NEW YORK,36,H,12,1960,64899,65996,130895,0.50419039,-1,"DORN, FRANCIS E.",Incumbent,"CAREY, HUGH L.",Challenger,,130895,N/A,N/A,N/A,D,,,1097,0.43094936,50.18000031
NY,NEW YORK,36,H,25,1960,112187,66539,178726,0.37229615,-1,"FINO, PAUL A.",Incumbent,"SUGARMAN, EUGENE L.",Challenger,,178726,N/A,N/A,N/A,R,,,45648,0.42238504,51.61000061
NY,NEW YORK,36,H,43,1960,87585,48423,136008,0.35603052,-1,"GOODELL, CHARLES E.",Incumbent,"LYNCH, T. JOSEPH",Challenger,,136008,N/A,N/A,N/A,R,,,39162,0.34816217,37.59999847
NY,NEW YORK,36,H,4,1960,115736,94390,210126,0.44920668,-1,"HALPERN, SEYMOUR",Incumbent,"HELFAT, BERNARD A.",Challenger,,210126,N/A,N/A,N/A,R,,,21346,0.47435197,48.65999985
NY,NEW YORK,36,H,33,1960,91710,53130,144840,0.36681855,-1,"KILBURN, CLARENCE E.",Incumbent,"GOSIER, EDWARD J.",Challenger,,144840,N/A,N/A,N/A,R,,,38580,0.35186619,40.25
NY,NEW YORK,36,H,17,1960,81006,53574,134580,0.39808291,-1,"LINDSAY, JOHN V.",Incumbent,"VANDEN HEUVEL, WILLIAM J.",Challenger,,134580,N/A,N/A,N/A,R,,,27432,0.46095675,44.38000107
NY,NEW YORK,36,H,40,1960,104752,85005,189757,0.44796768,-1,"MILLER, WILLIAM E.",Incumbent,"LUCCA, MARIANO A.",Challenger,,189757,N/A,N/A,N/A,R,,,19747,0.37797147,50.97000122
NY,NEW YORK,36,H,39,1960,103162,69704,172866,0.40322563,-1,"OSTERTAG, HAROLD C.",Incumbent,"DUTCHER, HENRY R. JR.",Challenger,,172866,N/A,N/A,N/A,R,,,33458,0.34849581,44.75
NY,NEW YORK,36,H,42,1960,122073,93492,215565,0.43370676,-1,"PILLION, JOHN R.",Incumbent,"MCCABE, CHARLES J.",Challenger,,215565,N/A,N/A,N/A,R,,,28581,0.41137508,54.11999893
NY,NEW YORK,36,H,34,1960,98063,79153,177216,0.44664702,-1,"PIRNIE, ALEXANDER",Incumbent,"SLUSARCZYK, EDWIN L.",Challenger,,177216,N/A,N/A,N/A,R,,,18910,0.49203262,46.59999847
NY,NEW YORK,36,H,15,1960,80218,77812,158030,0.49238753,-1,"RAY, JOHN H.",Incumbent,"MURPHY, JOHN M.",Challenger,,158030,N/A,N/A,N/A,R,,,2406,0.47183207,39.95000076
NY,NEW YORK,36,H,35,1960,105241,87347,192588,0.45354331,-1,"RIEHLMAN, R. WALTER",Incumbent,"WILSON, JEROME L.",Challenger,,192588,N/A,N/A,N/A,R,,,17894,0.46173704,44.95000076
NY,NEW YORK,36,H,37,1960,123782,71354,195136,0.36566293,-1,"ROBISON, HOWARD W.",Incumbent,"JULIAN, JOSEPH V.",Challenger,,195136,N/A,N/A,N/A,R,,,52428,0.34198096,36.61000061
NY,NEW YORK,36,H,28,1960,107179,75448,182627,0.4131262,-1,"GEORGE, KATHARINE ST.",Incumbent,"TRUEX, JAMES E.",Challenger,,182627,N/A,N/A,N/A,R,,,31731,0.38970667,38.63000107
NY,NEW YORK,36,H,36,1960,84441,76120,160561,0.47408772,-1,"TABER, JOHN",Incumbent,"SOUHAN, FRANCIS J.",Challenger,,160561,N/A,N/A,N/A,R,,,8321,0.35290855,34.86999893
NY,NEW YORK,36,H,1,1960,184549,187286,371835,0.50368041,-1,"WAINWRIGHT, STUYVESANT",Incumbent,"PIKE, OTIS G.",Challenger,,371835,N/A,N/A,N/A,D,,,2737,0.42535669,41.36999893
NY,NEW YORK,36,H,38,1960,114871,84716,199587,0.42445651,-1,"WEIS, JESSICA MCC.",Incumbent,"CURRAN, ARTHUR B. JR.",Challenger,,199587,N/A,N/A,N/A,R,,,30155,0.41819093,44.59000015
NY,NEW YORK,36,H,29,1960,103966,79252,183218,0.43255576,-1,"WHARTON, J. ERNEST",Incumbent,"VIDAL, GORE",Challenger,,183218,N/A,N/A,N/A,R,,,24714,0.36639377,36.27999878
NY,NEW YORK,36,H,25,1962,109989,68859,178848,0.38501409,-1,"BARRY, ROBERT R.",Incumbent,"REEL, A. FRANK",Challenger,,178848,N/A,N/A,N/A,R,,,41130,0.37229615,
NY,NEW YORK,36,H,5,1962,89964,66502,156466,0.42502525,-1,"BECKER, FRANK J.",Incumbent,"BEAR, FRANKLIN",Challenger,,156466,N/A,N/A,N/A,R,,,23462,0.54178095,
NY,NEW YORK,36,H,3,1962,86430,59635,146065,0.40827712,-1,"DEROUNIAN, STEVEN B.",Incumbent,"SOLL, GEORGE",Challenger,,146065,N/A,N/A,N/A,R,,,26795,0.45888814,
NY,NEW YORK,36,H,38,1962,83361,36992,120353,0.3073625,-1,"GOODELL, CHARLES E.",Incumbent,"LYNCH, T. JOSEPH",Challenger,,120353,N/A,N/A,N/A,R,,,46369,0.42445651,
NY,NEW YORK,36,H,6,1962,96475,55883,152358,0.36678743,-1,"HALPERN, SEYMOUR",Incumbent,"FINZ, LEONARD L.",Challenger,,152358,N/A,N/A,N/A,R,,,40592,0.65616715,
NY,NEW YORK,36,H,31,1962,66283,44171,110454,0.39990404,-1,"KILBURN, CLARENCE E.",Incumbent,"HEALEY, FRANCIS G.",Challenger,,110454,N/A,N/A,N/A,R,,,22112,0.39600629,40.25
NY,NEW YORK,36,H,30,1962,108860,57822,166682,0.34690008,-1,"KING, CARLETON J.",Incumbent,"EGAN, WILLIAM W.",Challenger,,166682,N/A,N/A,N/A,R,,,51038,0.62855893,
NY,NEW YORK,36,H,17,1962,98024,44728,142752,0.3133266,-1,"LINDSAY, JOHN V.",Incumbent,"DWORKIS, MARTIN B.",Challenger,,142752,N/A,N/A,N/A,R,,,53296,0.39808291,
NY,NEW YORK,36,H,40,1962,72706,67004,139710,0.47959346,-1,"MILLER, WILLIAM E.",Incumbent,"LACKEY, E. DENT",Challenger,,139710,N/A,N/A,N/A,R,,,5702,0.44796768,
NY,NEW YORK,36,H,37,1962,101821,56428,158249,0.35657731,-1,"OSTERTAG, HAROLD C.",Incumbent,"KATNER, NORMAN C.",Challenger,,158249,N/A,N/A,N/A,R,,,45393,0.36566293,
NY,NEW YORK,36,H,39,1962,99527,55774,155301,0.35913485,-1,"PILLION, JOHN R.",Incumbent,"D'ELOIA, ANGELO S.",Challenger,,155301,N/A,N/A,N/A,R,,,43753,0.40322563,
NY,NEW YORK,36,H,32,1962,77875,57414,135289,0.42438039,-1,"PIRNIE, ALEXANDER",Incumbent,"CRISAFULLI, VIRGIL C.",Challenger,,135289,N/A,N/A,N/A,R,,,20461,0.62304884,46.59999847
NY,NEW YORK,36,H,34,1962,84780,67149,151929,0.44197619,-1,"RIEHLMAN, R. WALTER",Incumbent,"ALEXANDER, LEE",Challenger,,151929,N/A,N/A,N/A,R,,,17631,0.44664702,44.95000076
NY,NEW YORK,36,H,33,1962,92460,41412,133872,0.30934027,-1,"ROBISON, HOWARD W.",Incumbent,"MAURER, THEODORE W.",Challenger,,133872,N/A,N/A,N/A,R,,,51048,0.36681855,
NY,NEW YORK,36,H,27,1962,86958,63306,150264,0.4212985,-1,"GEORGE, KATHARINE ST.",Incumbent,"WARD, WILLIAM F. JR.",Challenger,,150264,N/A,N/A,N/A,R,,,23652,0.41719177,38.63000107
NY,NEW YORK,36,H,28,1962,94531,52994,147525,0.35922047,-1,"WHARTON, J. ERNEST",Incumbent,"GILDAY, MORTON E.",Challenger,,147525,N/A,N/A,N/A,R,,,41537,0.4131262,41.34999847
NY,NEW YORK,36,H,25,1964,95214,122260,217474,0.56218213,-1,"BARRY, ROBERT R.",Incumbent,"OTTINGER, RICHARD L.",Challenger,,217474,N/A,N/A,N/A,D,,,27046,0.38501409,60.59000015
NY,NEW YORK,36,H,3,1964,93883,96503,190386,0.50688076,-1,"DEROUNIAN, STEVEN B.",Incumbent,"WOLFF, LESTER L.",Challenger,,190386,N/A,N/A,N/A,D,,,2620,0.40827712,60.90000153
NY,NEW YORK,36,H,24,1964,89814,51740,141554,0.36551422,-1,"FINO, PAUL A.",Incumbent,"MALANG, ROBERT J.",Challenger,,141554,N/A,N/A,N/A,R,,,38074,0.37391341,57.20999908
NY,NEW YORK,36,H,38,1964,90201,64179,154380,0.41572094,-1,"GOODELL, CHARLES E.",Incumbent,"KELLEY, ROBERT V.",Challenger,,154380,N/A,N/A,N/A,R,,,26022,0.3073625,64.80999756
NY,NEW YORK,36,H,2,1964,88390,82757,171147,0.4835434,-1,"GROVER, JAMES R. JR.",Incumbent,"SILBERLING, EDWYN",Challenger,,171147,N/A,N/A,N/A,R,,,5633,0.44304317,56.45000076
NY,NEW YORK,36,H,6,1964,100069,75327,175396,0.42946818,-1,"HALPERN, SEYMOUR",Incumbent,"LEVIN, EMIL",Challenger,,175396,N/A,N/A,N/A,R,,,24742,0.36678743,59.20000076
NY,NEW YORK,36,H,36,1964,107406,81509,188915,0.43145859,-1,"HORTON, FRANK J.",Incumbent,"WILLIAMS, JOHN C.",Challenger,,188915,N/A,N/A,N/A,R,,,25897,0.40730399,69.61000061
NY,NEW YORK,36,H,30,1964,100950,99841,200791,0.49723843,-1,"KING, CARLETON J.",Incumbent,"MARTIN, JOSEPH J.",Challenger,,200791,N/A,N/A,N/A,R,,,1109,0.34690008,67.91000366
NY,NEW YORK,36,H,17,1964,135807,44533,180340,0.24693911,-1,"LINDSAY, JOHN V.",Incumbent,"FRENCH, ELEANOR C.",Challenger,9491,189831,CONSERVATIVE,"O'DOHERTY, KIERAN",Challenger,R,,,91274,0.3133266,71.80000305
NY,NEW YORK,36,H,39,1964,96934,108235,205169,0.52754068,-1,"PILLION, JOHN R.",Incumbent,"MCCARTHY, RICHARD D.",Challenger,,205169,N/A,N/A,N/A,D,,,11301,0.35913485,67.29000092
NY,NEW YORK,36,H,32,1964,86717,75660,162377,0.46595269,-1,"PIRNIE, ALEXANDER",Incumbent,"CASTLE, ROBERT",Challenger,,162377,N/A,N/A,N/A,R,,,11057,0.42438039,64.73000336
NY,NEW YORK,36,H,26,1964,102064,78546,180610,0.43489286,-1,"REID, OGDEN R.",Incumbent,"CONNIFF, FRANK",Challenger,,180610,N/A,N/A,N/A,R,,,23518,0.39089856,63.27000046
NY,NEW YORK,36,H,34,1964,91697,96219,187916,0.51203197,-1,"RIEHLMAN, R. WALTER",Incumbent,"HANLEY, JAMES M.",Challenger,,187916,N/A,N/A,N/A,D,,,4522,0.44197619,67.05000305
NY,NEW YORK,36,H,33,1964,97213,69277,166490,0.41610307,-1,"ROBISON, HOWARD W.",Incumbent,"JOY, JOHN L.",Challenger,,166490,N/A,N/A,N/A,R,,,27936,0.30934027,63.97999954
NY,NEW YORK,36,H,27,1964,91172,97337,188509,0.516352,-1,"GEORGE, KATHERINE ST.",Incumbent,"DOW, JOHN G.",Challenger,,188509,N/A,N/A,N/A,D,,,6165,0.4212985,62.66999817
NY,NEW YORK,36,H,28,1964,84008,95820,179828,0.53284252,-1,"WHARTON, J. ERNEST",Incumbent,"RESNICK, JOSEPH Y.",Challenger,,179828,N/A,N/A,N/A,D,,,11812,0.35922047,61.24000168
NY,NEW YORK,36,H,4,1964,89971,73148,163119,0.44843334,-1,"WYDLER, JOHN W.",Incumbent,"MARINO, JOSEPH L.",Challenger,,163119,N/A,N/A,N/A,R,,,16823,0.43100208,58.43999863
NY,NEW YORK,36,H,37,1966,104342,46201,150543,0.3068957,-1,"CONABLE, BARBER B. JR.",Incumbent,"HED, KENNETH",Challenger,,150543,N/A,N/A,N/A,R,,,58141,0.44838682,69.91999817
NY,NEW YORK,36,H,24,1966,80882,42291,123173,0.34334636,-1,"FINO, PAUL A.",Incumbent,"RYAN, AILEEN B.",Challenger,,123173,N/A,N/A,N/A,R,,,38591,0.36551422,57.20999908
NY,NEW YORK,36,H,38,1966,82137,35785,117922,0.30346331,-1,"GOODELL, CHARLES E.",Incumbent,"LEROY, EDISON JR.",Challenger,,117922,N/A,N/A,N/A,R,,,46352,0.41572094,64.80999756
NY,NEW YORK,36,H,2,1966,79649,49743,129392,0.38443643,-1,"GROVER, JAMES R. JR.",Incumbent,"CORSO, FRANK M.",Challenger,14820,144212,CONSERVATIVE,"CAMPBELL, EDWARD",Challenger,R,,,29906,0.4835434,56.45000076
NY,NEW YORK,36,H,6,1966,91526,45621,137147,0.33264306,-1,"HALPERN, SEYMOUR",Incumbent,"REDLEAF, GILBERT T.",Challenger,17863,155010,CONSERVATIVE,"WEISS, RONALD E.",Challenger,R,,,45905,0.42946818,59.20000076
NY,NEW YORK,36,H,36,1966,110514,37129,147643,0.25147822,-1,"HORTON, FRANK J.",Incumbent,"THOMAS, MILO",Challenger,10493,158136,CONSERVATIVE,"DETIG, ROBERT H.",Challenger,R,,,73385,0.43145859,69.61000061
NY,NEW YORK,36,H,30,1966,113759,61216,174975,0.34985569,-1,"KING, CARLETON J.",Incumbent,"HALL, JOHN S.",Challenger,,174975,N/A,N/A,N/A,R,,,52543,0.49723843,67.91000366
NY,NEW YORK,36,H,17,1966,69492,67334,136826,0.49211407,-1,"KUPFERMAN, THEODORE R.",Incumbent,"WILSON, JEROME L.",Challenger,8818,145644,CONSERVATIVE,"CALLAHAN, RICHARD J.",Challenger,R,,,2158,0.24693911,71.80000305
NY,NEW YORK,36,H,31,1966,75680,36273,111953,0.32400203,-1,"MCEWEN, ROBERT C.",Incumbent,"BISHOP, RAYMOND E.",Challenger,,111953,N/A,N/A,N/A,R,,,39407,0.45351416,69.41000366
NY,NEW YORK,36,H,32,1966,94331,36195,130526,0.27730107,-1,"PIRNIE, ALEXANDER",Incumbent,"CASTLE, ROBERT",Challenger,,130526,N/A,N/A,N/A,R,,,58136,0.46595269,64.73000336
NY,NEW YORK,36,H,26,1966,107031,39203,146234,0.26808402,-1,"REID, OGDEN R.",Incumbent,"HUTNER, JOSEPH L.",Challenger,8159,154393,CONSERVATIVE,"GANTS, ALBERT M.",Challenger,R,,,67828,0.43489286,63.27000046
NY,NEW YORK,36,H,33,1966,88378,45761,134139,0.34114611,-1,"ROBISON, HOWARD W.",Incumbent,"EWING, BLAIR G.",Challenger,,134139,N/A,N/A,N/A,R,,,42617,0.41610307,63.97999954
NY,NEW YORK,36,H,40,1966,85801,54303,140104,0.38759065,-1,"SMITH, HENRY P.",Incumbent,"LEVITT, WILLIAM",Challenger,,140104,N/A,N/A,N/A,R,,,31498,0.47325802,69.80999756
NY,NEW YORK,36,H,4,1966,86677,46555,133232,0.34942806,-1,"WYDLER, JOHN W.",Incumbent,"STEADMAN, MARTIN J.",Challenger,10035,143267,CONSERVATIVE,"SERRELL, DONALD H.",Challenger,R,,,40122,0.44843334,58.43999863
NY,NEW YORK,36,H,29,1968,119039,87896,206935,0.42475173,-1,"BUTTON, DANIEL EVAN",Incumbent,"HERZOG, JACOB H.",Challenger,,209305,N/A,N/A,N/A,R,,2370,31143,0.45851794,53.61999893
NY,NEW YORK,36,H,37,1968,129697,50930,180627,0.28196228,-1,"CONABLE, BARBER B. JR.",Incumbent,"GERHARD, NORMAN M.",Challenger,,182526,N/A,N/A,N/A,R,,1899,78767,0.3068957,46.56999969
NY,NEW YORK,36,H,2,1968,129731,53552,183283,0.29218203,-1,"GROVER, JAMES R. JR.",Incumbent,"HEEG, CHARLES A.",Challenger,,187972,N/A,N/A,N/A,R,,4689,76179,0.38443643,37.47000122
NY,NEW YORK,36,H,6,1968,95016,49676,144692,0.34332237,-1,"HALPERN, SEYMOUR",Incumbent,"MILLER, FRANKLIN",Challenger,,165203,N/A,N/A,N/A,R,,20511,45340,0.33264306,49.40999985
NY,NEW YORK,36,H,36,1968,138400,46008,184408,0.24949026,-1,"HORTON, FRANK J.",Incumbent,"MARVIN, AUGUSTINE J.",Challenger,,196733,N/A,N/A,N/A,R,,12325,92392,0.25147822,46.54000092
NY,NEW YORK,36,H,30,1968,124995,62897,187892,0.3347508,-1,"KING, CARLETON J.",Incumbent,"POTTER, ORLANDO B.",Challenger,,187892,N/A,N/A,N/A,R,,,62098,0.34985569,45.27999878
NY,NEW YORK,36,H,31,1968,88562,61947,150509,0.41158336,-1,"MCEWEN, ROBERT C.",Incumbent,"HALEY, K. DANIEL",Challenger,,151590,N/A,N/A,N/A,R,,1081,26615,0.32400203,41.11999893
NY,NEW YORK,36,H,32,1968,95793,43254,139047,0.31107467,-1,"PIRNIE, ALEXANDER",Incumbent,"MONTOYA, ANTHONY J.",Challenger,,149440,N/A,N/A,N/A,R,,10393,52539,0.27730107,43.31000137
NY,NEW YORK,36,H,26,1968,130229,44084,174313,0.25290138,-1,"REID, OGDEN R.",Incumbent,"DAVIDOFF, PAUL",Challenger,,191190,N/A,N/A,N/A,R,,16877,86145,0.26808402,44.40000153
NY,NEW YORK,36,H,33,1968,110080,50549,160629,0.31469411,-1,"ROBISON, HOWARD W.",Incumbent,"NICHOLS, BENJAMIN",Challenger,,160629,N/A,N/A,N/A,R,,,59531,0.34114611,42.29000092
NY,NEW YORK,36,H,40,1968,106984,56201,163185,0.34440053,-1,"SMITH, HENRY P.",Incumbent,"O'CONNOR, EUGENE",Challenger,,165134,N/A,N/A,N/A,R,,1949,50783,0.38759065,51.70000076
NY,NEW YORK,36,H,4,1968,116190,45130,161320,0.27975452,-1,"WYDLER, JOHN W.",Incumbent,"DEL GUIDICE, MICHAEL J.",Challenger,,165689,N/A,N/A,N/A,R,,4369,71060,0.34942806,41.91999817
NY,NEW YORK,36,H,37,1970,107677,48061,155738,0.30860162,-1,"CONABLE, BARBER B. JR.",Incumbent,"ANDERSON, RICHARD N.",Challenger,,163467,N/A,N/A,N/A,R,,7729,59616,0.28196228,46.56999969
NY,NEW YORK,36,H,28,1970,119954,41908,161862,0.25891191,-1,"FISH, HAMILTON JR.",Incumbent,"GREANEY, JOHN J.",Challenger,,169468,N/A,N/A,N/A,R,,7606,78046,0.48665205,35.68999863
NY,NEW YORK,36,H,2,1970,107433,54996,162429,0.33858487,-1,"GROVER, JAMES R. JR.",Incumbent,"SHERMAN, HARVEY W.",Challenger,,162429,N/A,N/A,N/A,R,,,52437,0.29218203,37.47000122
NY,NEW YORK,36,H,6,1970,89250,,89250,,-1,"HALPERN, SEYMOUR",Incumbent,,N/A,,115494,N/A,N/A,N/A,R,,26244,89250,0.34332237,49.40999985
NY,NEW YORK,36,H,38,1970,94906,37961,132867,0.28570676,-1,"HASTINGS, JAMES F.",Incumbent,"CRETEKOS, JAMES G.",Challenger,,132867,N/A,N/A,N/A,R,,,56945,0.34280869,41.13000107
NY,NEW YORK,36,H,36,1970,123209,38898,162107,0.23995262,-1,"HORTON, FRANK J.",Incumbent,"PAPPAS, JORDAN E.",Challenger,,174714,N/A,N/A,N/A,R,,12607,84311,0.24949026,46.54000092
NY,NEW YORK,36,H,30,1970,95470,71832,167302,0.42935529,-1,"KING, CARLETON J.",Incumbent,"PATTISON, EDWARD W.",Challenger,,167302,N/A,N/A,N/A,R,,,23638,0.3347508,45.27999878
NY,NEW YORK,36,H,31,1970,90585,34568,125153,0.27620593,-1,"MCEWEN, ROBERT C.",Incumbent,"BORNSTEIN, ERWIN L.",Challenger,,125153,N/A,N/A,N/A,R,,,56017,0.41158336,41.11999893
NY,NEW YORK,36,H,27,1970,82191,89787,171978,0.52208424,-1,"MCKNEALLY, MARTIN B.",Incumbent,"DOW, JOHN G.",Challenger,,171978,N/A,N/A,N/A,D,,,7596,0.48421696,42.15000153
NY,NEW YORK,36,H,32,1970,90884,47306,138190,0.34232578,-1,"PIRNIE, ALEXANDER",Incumbent,"SIMMONS, JOSEPH",Challenger,,138190,N/A,N/A,N/A,R,,,43578,0.31107467,43.31000137
NY,NEW YORK,36,H,26,1970,109783,25909,135692,0.19093977,-1,"REID, OGDEN R.",Incumbent,"JAMES, G. RUSSELL",Challenger,,165394,N/A,N/A,N/A,R,,29702,83874,0.25290138,44.40000153
NY,NEW YORK,36,H,33,1970,90196,45373,135569,0.33468565,-1,"ROBISON, HOWARD W.",Incumbent,"BERNSTEIN, DAVID",Challenger,,135569,N/A,N/A,N/A,R,,,44823,0.31469411,42.29000092
NY,NEW YORK,36,H,40,1970,87183,50418,137601,0.36640722,-1,"SMITH, HENRY P.",Incumbent,"CUDDY, EDWARD",Challenger,,137601,N/A,N/A,N/A,R,,,36765,0.34440053,51.70000076
NY,NEW YORK,36,H,4,1970,91787,56411,148198,0.38064617,-1,"WYDLER, JOHN W.",Incumbent,"BURSTEIN, KAREN S.",Challenger,,160899,N/A,N/A,N/A,R,,12701,35376,0.27975452,41.91999817
NY,NEW YORK,36,H,35,1972,127298,53321,180619,0.29521257,-1,"CONABLE, BARBER B. JR.",Incumbent,"SPENCER, TERENCE J.",Challenger,,187580,N/A,N/A,N/A,R,,6961,73977,0.5190295,34.31999969
NY,NEW YORK,36,H,25,1972,144386,54271,198657,0.27318946,-1,"FISH, HAMILTON JR.",Incumbent,"BURNS, JOHN M.",Challenger,,201536,N/A,N/A,N/A,R,,2879,90115,0.46537659,30.04000092
NY,NEW YORK,36,H,2,1972,99348,49454,148802,0.33234769,-1,"GROVER, JAMES R. JR.",Incumbent,"DENNISON, FERN C.",Challenger,,151015,N/A,N/A,N/A,R,,2213,49894,0.33858487,27.51000023
NY,NEW YORK,36,H,39,1972,126147,49253,175400,0.28080389,-1,"HASTINGS, JAMES F.",Incumbent,"WHITE, WILBUR",Challenger,,175400,N/A,N/A,N/A,R,,,76894,0.48393086,33.79999924
NY,NEW YORK,36,H,34,1972,142803,46509,189312,0.24567381,-1,"HORTON, FRANK J.",Incumbent,"RUBENS, JACK",Challenger,,198003,N/A,N/A,N/A,R,,8691,96294,0.40507108,37.27000046
NY,NEW YORK,36,H,38,1972,156967,57585,214552,0.26839647,-1,"KEMP, JACK F.",Incumbent,"LORUSSO, ANTHONY P.",Challenger,,214552,N/A,N/A,N/A,R,,,99382,0.28570676,39.16999817
NY,NEW YORK,36,H,29,1972,148170,63920,212090,0.3013815,-1,"KING, CARLETON J.",Incumbent,"GORDON, HAROLD B.",Challenger,,212090,N/A,N/A,N/A,R,,,84250,0.66207927,30.11000061
NY,NEW YORK,36,H,4,1972,125422,72280,197702,0.36560076,-1,"LENT, NORMAN F.",Incumbent,"HOROWITZ, ELAINE B.",Challenger,,201034,N/A,N/A,N/A,R,,3332,53142,0.38064617,35.97999954
NY,NEW YORK,36,H,30,1972,114193,58788,172981,0.33985236,-1,"MCEWEN, ROBERT C.",Incumbent,"LABAFF, ERNEST J.",Challenger,,172981,N/A,N/A,N/A,R,,,55405,0.42935529,33.00999832
